Year,Region,Sex,citizenship,series,value
1971,Switzerland,Sex - total,Citizenship (category) - total,death,57856.0
1971,Switzerland,Male,Citizenship (category) - total,death,30343.0
1971,Switzerland,Female,Citizenship (category) - total,death,27513.0
1971,Switzerland,Sex - total,Switzerland,death,53889.0
1971,Switzerland,Male,Switzerland,death,28163.0
1971,Switzerland,Female,Switzerland,death,25726.0
1971,Switzerland,Sex - total,Foreign country,death,3967.0
1971,Switzerland,Male,Foreign country,death,2180.0
1971,Switzerland,Female,Foreign country,death,1787.0
1971,Zürich,Sex - total,Citizenship (category) - total,death,9764.0
1971,Zürich,Male,Citizenship (category) - total,death,5001.0
1971,Zürich,Female,Citizenship (category) - total,death,4763.0
1971,Zürich,Sex - total,Switzerland,death,9102.0
1971,Zürich,Male,Switzerland,death,4644.0
1971,Zürich,Female,Switzerland,death,4458.0
1971,Zürich,Sex - total,Foreign country,death,662.0
1971,Zürich,Male,Foreign country,death,357.0
1971,Zürich,Female,Foreign country,death,305.0
1971,Bern,Sex - total,Citizenship (category) - total,death,8948.0
1971,Bern,Male,Citizenship (category) - total,death,4803.0
1971,Bern,Female,Citizenship (category) - total,death,4145.0
1971,Bern,Sex - total,Switzerland,death,8687.0
1971,Bern,Male,Switzerland,death,4633.0
1971,Bern,Female,Switzerland,death,4054.0
1971,Bern,Sex - total,Foreign country,death,261.0
1971,Bern,Male,Foreign country,death,170.0
1971,Bern,Female,Foreign country,death,91.0
1971,Luzern,Sex - total,Citizenship (category) - total,death,2497.0
1971,Luzern,Male,Citizenship (category) - total,death,1330.0
1971,Luzern,Female,Citizenship (category) - total,death,1167.0
1971,Luzern,Sex - total,Switzerland,death,2385.0
1971,Luzern,Male,Switzerland,death,1261.0
1971,Luzern,Female,Switzerland,death,1124.0
1971,Luzern,Sex - total,Foreign country,death,112.0
1971,Luzern,Male,Foreign country,death,69.0
1971,Luzern,Female,Foreign country,death,43.0
1971,Uri,Sex - total,Citizenship (category) - total,death,281.0
1971,Uri,Male,Citizenship (category) - total,death,158.0
1971,Uri,Female,Citizenship (category) - total,death,123.0
1971,Uri,Sex - total,Switzerland,death,274.0
1971,Uri,Male,Switzerland,death,153.0
1971,Uri,Female,Switzerland,death,121.0
1971,Uri,Sex - total,Foreign country,death,7.0
1971,Uri,Male,Foreign country,death,5.0
1971,Uri,Female,Foreign country,death,2.0
1971,Schwyz,Sex - total,Citizenship (category) - total,death,812.0
1971,Schwyz,Male,Citizenship (category) - total,death,429.0
1971,Schwyz,Female,Citizenship (category) - total,death,383.0
1971,Schwyz,Sex - total,Switzerland,death,774.0
1971,Schwyz,Male,Switzerland,death,411.0
1971,Schwyz,Female,Switzerland,death,363.0
1971,Schwyz,Sex - total,Foreign country,death,38.0
1971,Schwyz,Male,Foreign country,death,18.0
1971,Schwyz,Female,Foreign country,death,20.0
1971,Obwalden,Sex - total,Citizenship (category) - total,death,220.0
1971,Obwalden,Male,Citizenship (category) - total,death,120.0
1971,Obwalden,Female,Citizenship (category) - total,death,100.0
1971,Obwalden,Sex - total,Switzerland,death,207.0
1971,Obwalden,Male,Switzerland,death,111.0
1971,Obwalden,Female,Switzerland,death,96.0
1971,Obwalden,Sex - total,Foreign country,death,13.0
1971,Obwalden,Male,Foreign country,death,9.0
1971,Obwalden,Female,Foreign country,death,4.0
1971,Nidwalden,Sex - total,Citizenship (category) - total,death,234.0
1971,Nidwalden,Male,Citizenship (category) - total,death,130.0
1971,Nidwalden,Female,Citizenship (category) - total,death,104.0
1971,Nidwalden,Sex - total,Switzerland,death,219.0
1971,Nidwalden,Male,Switzerland,death,118.0
1971,Nidwalden,Female,Switzerland,death,101.0
1971,Nidwalden,Sex - total,Foreign country,death,15.0
1971,Nidwalden,Male,Foreign country,death,12.0
1971,Nidwalden,Female,Foreign country,death,3.0
1971,Glarus,Sex - total,Citizenship (category) - total,death,429.0
1971,Glarus,Male,Citizenship (category) - total,death,229.0
1971,Glarus,Female,Citizenship (category) - total,death,200.0
1971,Glarus,Sex - total,Switzerland,death,411.0
1971,Glarus,Male,Switzerland,death,217.0
1971,Glarus,Female,Switzerland,death,194.0
1971,Glarus,Sex - total,Foreign country,death,18.0
1971,Glarus,Male,Foreign country,death,12.0
1971,Glarus,Female,Foreign country,death,6.0
1971,Zug,Sex - total,Citizenship (category) - total,death,485.0
1971,Zug,Male,Citizenship (category) - total,death,255.0
1971,Zug,Female,Citizenship (category) - total,death,230.0
1971,Zug,Sex - total,Switzerland,death,453.0
1971,Zug,Male,Switzerland,death,239.0
1971,Zug,Female,Switzerland,death,214.0
1971,Zug,Sex - total,Foreign country,death,32.0
1971,Zug,Male,Foreign country,death,16.0
1971,Zug,Female,Foreign country,death,16.0
1971,Fribourg,Sex - total,Citizenship (category) - total,death,1642.0
1971,Fribourg,Male,Citizenship (category) - total,death,911.0
1971,Fribourg,Female,Citizenship (category) - total,death,731.0
1971,Fribourg,Sex - total,Switzerland,death,1587.0
1971,Fribourg,Male,Switzerland,death,886.0
1971,Fribourg,Female,Switzerland,death,701.0
1971,Fribourg,Sex - total,Foreign country,death,55.0
1971,Fribourg,Male,Foreign country,death,25.0
1971,Fribourg,Female,Foreign country,death,30.0
1971,Solothurn,Sex - total,Citizenship (category) - total,death,2031.0
1971,Solothurn,Male,Citizenship (category) - total,death,1082.0
1971,Solothurn,Female,Citizenship (category) - total,death,949.0
1971,Solothurn,Sex - total,Switzerland,death,1945.0
1971,Solothurn,Male,Switzerland,death,1035.0
1971,Solothurn,Female,Switzerland,death,910.0
1971,Solothurn,Sex - total,Foreign country,death,86.0
1971,Solothurn,Male,Foreign country,death,47.0
1971,Solothurn,Female,Foreign country,death,39.0
1971,Basel-Stadt,Sex - total,Citizenship (category) - total,death,2579.0
1971,Basel-Stadt,Male,Citizenship (category) - total,death,1239.0
1971,Basel-Stadt,Female,Citizenship (category) - total,death,1340.0
1971,Basel-Stadt,Sex - total,Switzerland,death,2399.0
1971,Basel-Stadt,Male,Switzerland,death,1155.0
1971,Basel-Stadt,Female,Switzerland,death,1244.0
1971,Basel-Stadt,Sex - total,Foreign country,death,180.0
1971,Basel-Stadt,Male,Foreign country,death,84.0
1971,Basel-Stadt,Female,Foreign country,death,96.0
1971,Basel-Landschaft,Sex - total,Citizenship (category) - total,death,1424.0
1971,Basel-Landschaft,Male,Citizenship (category) - total,death,758.0
1971,Basel-Landschaft,Female,Citizenship (category) - total,death,666.0
1971,Basel-Landschaft,Sex - total,Switzerland,death,1337.0
1971,Basel-Landschaft,Male,Switzerland,death,707.0
1971,Basel-Landschaft,Female,Switzerland,death,630.0
1971,Basel-Landschaft,Sex - total,Foreign country,death,87.0
1971,Basel-Landschaft,Male,Foreign country,death,51.0
1971,Basel-Landschaft,Female,Foreign country,death,36.0
1971,Schaffhausen,Sex - total,Citizenship (category) - total,death,714.0
1971,Schaffhausen,Male,Citizenship (category) - total,death,384.0
1971,Schaffhausen,Female,Citizenship (category) - total,death,330.0
1971,Schaffhausen,Sex - total,Switzerland,death,657.0
1971,Schaffhausen,Male,Switzerland,death,357.0
1971,Schaffhausen,Female,Switzerland,death,300.0
1971,Schaffhausen,Sex - total,Foreign country,death,57.0
1971,Schaffhausen,Male,Foreign country,death,27.0
1971,Schaffhausen,Female,Foreign country,death,30.0
1971,Appenzell Ausserrhoden,Sex - total,Citizenship (category) - total,death,665.0
1971,Appenzell Ausserrhoden,Male,Citizenship (category) - total,death,361.0
1971,Appenzell Ausserrhoden,Female,Citizenship (category) - total,death,304.0
1971,Appenzell Ausserrhoden,Sex - total,Switzerland,death,643.0
1971,Appenzell Ausserrhoden,Male,Switzerland,death,349.0
1971,Appenzell Ausserrhoden,Female,Switzerland,death,294.0
1971,Appenzell Ausserrhoden,Sex - total,Foreign country,death,22.0
1971,Appenzell Ausserrhoden,Male,Foreign country,death,12.0
1971,Appenzell Ausserrhoden,Female,Foreign country,death,10.0
1971,Appenzell Innerrhoden,Sex - total,Citizenship (category) - total,death,147.0
1971,Appenzell Innerrhoden,Male,Citizenship (category) - total,death,82.0
1971,Appenzell Innerrhoden,Female,Citizenship (category) - total,death,65.0
1971,Appenzell Innerrhoden,Sex - total,Switzerland,death,141.0
1971,Appenzell Innerrhoden,Male,Switzerland,death,80.0
1971,Appenzell Innerrhoden,Female,Switzerland,death,61.0
1971,Appenzell Innerrhoden,Sex - total,Foreign country,death,6.0
1971,Appenzell Innerrhoden,Male,Foreign country,death,2.0
1971,Appenzell Innerrhoden,Female,Foreign country,death,4.0
1971,St. Gallen,Sex - total,Citizenship (category) - total,death,3727.0
1971,St. Gallen,Male,Citizenship (category) - total,death,1989.0
1971,St. Gallen,Female,Citizenship (category) - total,death,1738.0
1971,St. Gallen,Sex - total,Switzerland,death,3465.0
1971,St. Gallen,Male,Switzerland,death,1856.0
1971,St. Gallen,Female,Switzerland,death,1609.0
1971,St. Gallen,Sex - total,Foreign country,death,262.0
1971,St. Gallen,Male,Foreign country,death,133.0
1971,St. Gallen,Female,Foreign country,death,129.0
1971,Graubünden,Sex - total,Citizenship (category) - total,death,1572.0
1971,Graubünden,Male,Citizenship (category) - total,death,835.0
1971,Graubünden,Female,Citizenship (category) - total,death,737.0
1971,Graubünden,Sex - total,Switzerland,death,1450.0
1971,Graubünden,Male,Switzerland,death,770.0
1971,Graubünden,Female,Switzerland,death,680.0
1971,Graubünden,Sex - total,Foreign country,death,122.0
1971,Graubünden,Male,Foreign country,death,65.0
1971,Graubünden,Female,Foreign country,death,57.0
1971,Aargau,Sex - total,Citizenship (category) - total,death,3463.0
1971,Aargau,Male,Citizenship (category) - total,death,1849.0
1971,Aargau,Female,Citizenship (category) - total,death,1614.0
1971,Aargau,Sex - total,Switzerland,death,3260.0
1971,Aargau,Male,Switzerland,death,1733.0
1971,Aargau,Female,Switzerland,death,1527.0
1971,Aargau,Sex - total,Foreign country,death,203.0
1971,Aargau,Male,Foreign country,death,116.0
1971,Aargau,Female,Foreign country,death,87.0
1971,Thurgau,Sex - total,Citizenship (category) - total,death,1906.0
1971,Thurgau,Male,Citizenship (category) - total,death,977.0
1971,Thurgau,Female,Citizenship (category) - total,death,929.0
1971,Thurgau,Sex - total,Switzerland,death,1794.0
1971,Thurgau,Male,Switzerland,death,912.0
1971,Thurgau,Female,Switzerland,death,882.0
1971,Thurgau,Sex - total,Foreign country,death,112.0
1971,Thurgau,Male,Foreign country,death,65.0
1971,Thurgau,Female,Foreign country,death,47.0
1971,Ticino,Sex - total,Citizenship (category) - total,death,2436.0
1971,Ticino,Male,Citizenship (category) - total,death,1254.0
1971,Ticino,Female,Citizenship (category) - total,death,1182.0
1971,Ticino,Sex - total,Switzerland,death,2017.0
1971,Ticino,Male,Switzerland,death,1011.0
1971,Ticino,Female,Switzerland,death,1006.0
1971,Ticino,Sex - total,Foreign country,death,419.0
1971,Ticino,Male,Foreign country,death,243.0
1971,Ticino,Female,Foreign country,death,176.0
1971,Vaud,Sex - total,Citizenship (category) - total,death,4961.0
1971,Vaud,Male,Citizenship (category) - total,death,2524.0
1971,Vaud,Female,Citizenship (category) - total,death,2437.0
1971,Vaud,Sex - total,Switzerland,death,4466.0
1971,Vaud,Male,Switzerland,death,2262.0
1971,Vaud,Female,Switzerland,death,2204.0
1971,Vaud,Sex - total,Foreign country,death,495.0
1971,Vaud,Male,Foreign country,death,262.0
1971,Vaud,Female,Foreign country,death,233.0
1971,Valais,Sex - total,Citizenship (category) - total,death,1732.0
1971,Valais,Male,Citizenship (category) - total,death,1005.0
1971,Valais,Female,Citizenship (category) - total,death,727.0
1971,Valais,Sex - total,Switzerland,death,1666.0
1971,Valais,Male,Switzerland,death,958.0
1971,Valais,Female,Switzerland,death,708.0
1971,Valais,Sex - total,Foreign country,death,66.0
1971,Valais,Male,Foreign country,death,47.0
1971,Valais,Female,Foreign country,death,19.0
1971,Neuchâtel,Sex - total,Citizenship (category) - total,death,1638.0
1971,Neuchâtel,Male,Citizenship (category) - total,death,829.0
1971,Neuchâtel,Female,Citizenship (category) - total,death,809.0
1971,Neuchâtel,Sex - total,Switzerland,death,1541.0
1971,Neuchâtel,Male,Switzerland,death,769.0
1971,Neuchâtel,Female,Switzerland,death,772.0
1971,Neuchâtel,Sex - total,Foreign country,death,97.0
1971,Neuchâtel,Male,Foreign country,death,60.0
1971,Neuchâtel,Female,Foreign country,death,37.0
1971,Genève,Sex - total,Citizenship (category) - total,death,2898.0
1971,Genève,Male,Citizenship (category) - total,death,1444.0
1971,Genève,Female,Citizenship (category) - total,death,1454.0
1971,Genève,Sex - total,Switzerland,death,2378.0
1971,Genève,Male,Switzerland,death,1181.0
1971,Genève,Female,Switzerland,death,1197.0
1971,Genève,Sex - total,Foreign country,death,520.0
1971,Genève,Male,Foreign country,death,263.0
1971,Genève,Female,Foreign country,death,257.0
1971,Jura,Sex - total,Citizenship (category) - total,death,651.0
1971,Jura,Male,Citizenship (category) - total,death,365.0
1971,Jura,Female,Citizenship (category) - total,death,286.0
1971,Jura,Sex - total,Switzerland,death,631.0
1971,Jura,Male,Switzerland,death,355.0
1971,Jura,Female,Switzerland,death,276.0
1971,Jura,Sex - total,Foreign country,death,20.0
1971,Jura,Male,Foreign country,death,10.0
1971,Jura,Female,Foreign country,death,10.0
1972,Switzerland,Sex - total,Citizenship (category) - total,death,56489.0
1972,Switzerland,Male,Citizenship (category) - total,death,29687.0
1972,Switzerland,Female,Citizenship (category) - total,death,26802.0
1972,Switzerland,Sex - total,Switzerland,death,52728.0
1972,Switzerland,Male,Switzerland,death,27584.0
1972,Switzerland,Female,Switzerland,death,25144.0
1972,Switzerland,Sex - total,Foreign country,death,3761.0
1972,Switzerland,Male,Foreign country,death,2103.0
1972,Switzerland,Female,Foreign country,death,1658.0
1972,Zürich,Sex - total,Citizenship (category) - total,death,9594.0
1972,Zürich,Male,Citizenship (category) - total,death,4919.0
1972,Zürich,Female,Citizenship (category) - total,death,4675.0
1972,Zürich,Sex - total,Switzerland,death,8964.0
1972,Zürich,Male,Switzerland,death,4560.0
1972,Zürich,Female,Switzerland,death,4404.0
1972,Zürich,Sex - total,Foreign country,death,630.0
1972,Zürich,Male,Foreign country,death,359.0
1972,Zürich,Female,Foreign country,death,271.0
1972,Bern,Sex - total,Citizenship (category) - total,death,8713.0
1972,Bern,Male,Citizenship (category) - total,death,4615.0
1972,Bern,Female,Citizenship (category) - total,death,4098.0
1972,Bern,Sex - total,Switzerland,death,8468.0
1972,Bern,Male,Switzerland,death,4470.0
1972,Bern,Female,Switzerland,death,3998.0
1972,Bern,Sex - total,Foreign country,death,245.0
1972,Bern,Male,Foreign country,death,145.0
1972,Bern,Female,Foreign country,death,100.0
1972,Luzern,Sex - total,Citizenship (category) - total,death,2404.0
1972,Luzern,Male,Citizenship (category) - total,death,1325.0
1972,Luzern,Female,Citizenship (category) - total,death,1079.0
1972,Luzern,Sex - total,Switzerland,death,2305.0
1972,Luzern,Male,Switzerland,death,1265.0
1972,Luzern,Female,Switzerland,death,1040.0
1972,Luzern,Sex - total,Foreign country,death,99.0
1972,Luzern,Male,Foreign country,death,60.0
1972,Luzern,Female,Foreign country,death,39.0
1972,Uri,Sex - total,Citizenship (category) - total,death,253.0
1972,Uri,Male,Citizenship (category) - total,death,126.0
1972,Uri,Female,Citizenship (category) - total,death,127.0
1972,Uri,Sex - total,Switzerland,death,243.0
1972,Uri,Male,Switzerland,death,119.0
1972,Uri,Female,Switzerland,death,124.0
1972,Uri,Sex - total,Foreign country,death,10.0
1972,Uri,Male,Foreign country,death,7.0
1972,Uri,Female,Foreign country,death,3.0
1972,Schwyz,Sex - total,Citizenship (category) - total,death,799.0
1972,Schwyz,Male,Citizenship (category) - total,death,424.0
1972,Schwyz,Female,Citizenship (category) - total,death,375.0
1972,Schwyz,Sex - total,Switzerland,death,753.0
1972,Schwyz,Male,Switzerland,death,404.0
1972,Schwyz,Female,Switzerland,death,349.0
1972,Schwyz,Sex - total,Foreign country,death,46.0
1972,Schwyz,Male,Foreign country,death,20.0
1972,Schwyz,Female,Foreign country,death,26.0
1972,Obwalden,Sex - total,Citizenship (category) - total,death,225.0
1972,Obwalden,Male,Citizenship (category) - total,death,128.0
1972,Obwalden,Female,Citizenship (category) - total,death,97.0
1972,Obwalden,Sex - total,Switzerland,death,214.0
1972,Obwalden,Male,Switzerland,death,123.0
1972,Obwalden,Female,Switzerland,death,91.0
1972,Obwalden,Sex - total,Foreign country,death,11.0
1972,Obwalden,Male,Foreign country,death,5.0
1972,Obwalden,Female,Foreign country,death,6.0
1972,Nidwalden,Sex - total,Citizenship (category) - total,death,199.0
1972,Nidwalden,Male,Citizenship (category) - total,death,125.0
1972,Nidwalden,Female,Citizenship (category) - total,death,74.0
1972,Nidwalden,Sex - total,Switzerland,death,192.0
1972,Nidwalden,Male,Switzerland,death,120.0
1972,Nidwalden,Female,Switzerland,death,72.0
1972,Nidwalden,Sex - total,Foreign country,death,7.0
1972,Nidwalden,Male,Foreign country,death,5.0
1972,Nidwalden,Female,Foreign country,death,2.0
1972,Glarus,Sex - total,Citizenship (category) - total,death,434.0
1972,Glarus,Male,Citizenship (category) - total,death,230.0
1972,Glarus,Female,Citizenship (category) - total,death,204.0
1972,Glarus,Sex - total,Switzerland,death,413.0
1972,Glarus,Male,Switzerland,death,216.0
1972,Glarus,Female,Switzerland,death,197.0
1972,Glarus,Sex - total,Foreign country,death,21.0
1972,Glarus,Male,Foreign country,death,14.0
1972,Glarus,Female,Foreign country,death,7.0
1972,Zug,Sex - total,Citizenship (category) - total,death,496.0
1972,Zug,Male,Citizenship (category) - total,death,257.0
1972,Zug,Female,Citizenship (category) - total,death,239.0
1972,Zug,Sex - total,Switzerland,death,466.0
1972,Zug,Male,Switzerland,death,246.0
1972,Zug,Female,Switzerland,death,220.0
1972,Zug,Sex - total,Foreign country,death,30.0
1972,Zug,Male,Foreign country,death,11.0
1972,Zug,Female,Foreign country,death,19.0
1972,Fribourg,Sex - total,Citizenship (category) - total,death,1717.0
1972,Fribourg,Male,Citizenship (category) - total,death,1004.0
1972,Fribourg,Female,Citizenship (category) - total,death,713.0
1972,Fribourg,Sex - total,Switzerland,death,1638.0
1972,Fribourg,Male,Switzerland,death,957.0
1972,Fribourg,Female,Switzerland,death,681.0
1972,Fribourg,Sex - total,Foreign country,death,79.0
1972,Fribourg,Male,Foreign country,death,47.0
1972,Fribourg,Female,Foreign country,death,32.0
1972,Solothurn,Sex - total,Citizenship (category) - total,death,1900.0
1972,Solothurn,Male,Citizenship (category) - total,death,1043.0
1972,Solothurn,Female,Citizenship (category) - total,death,857.0
1972,Solothurn,Sex - total,Switzerland,death,1827.0
1972,Solothurn,Male,Switzerland,death,997.0
1972,Solothurn,Female,Switzerland,death,830.0
1972,Solothurn,Sex - total,Foreign country,death,73.0
1972,Solothurn,Male,Foreign country,death,46.0
1972,Solothurn,Female,Foreign country,death,27.0
1972,Basel-Stadt,Sex - total,Citizenship (category) - total,death,2328.0
1972,Basel-Stadt,Male,Citizenship (category) - total,death,1128.0
1972,Basel-Stadt,Female,Citizenship (category) - total,death,1200.0
1972,Basel-Stadt,Sex - total,Switzerland,death,2176.0
1972,Basel-Stadt,Male,Switzerland,death,1045.0
1972,Basel-Stadt,Female,Switzerland,death,1131.0
1972,Basel-Stadt,Sex - total,Foreign country,death,152.0
1972,Basel-Stadt,Male,Foreign country,death,83.0
1972,Basel-Stadt,Female,Foreign country,death,69.0
1972,Basel-Landschaft,Sex - total,Citizenship (category) - total,death,1482.0
1972,Basel-Landschaft,Male,Citizenship (category) - total,death,769.0
1972,Basel-Landschaft,Female,Citizenship (category) - total,death,713.0
1972,Basel-Landschaft,Sex - total,Switzerland,death,1368.0
1972,Basel-Landschaft,Male,Switzerland,death,698.0
1972,Basel-Landschaft,Female,Switzerland,death,670.0
1972,Basel-Landschaft,Sex - total,Foreign country,death,114.0
1972,Basel-Landschaft,Male,Foreign country,death,71.0
1972,Basel-Landschaft,Female,Foreign country,death,43.0
1972,Schaffhausen,Sex - total,Citizenship (category) - total,death,683.0
1972,Schaffhausen,Male,Citizenship (category) - total,death,358.0
1972,Schaffhausen,Female,Citizenship (category) - total,death,325.0
1972,Schaffhausen,Sex - total,Switzerland,death,627.0
1972,Schaffhausen,Male,Switzerland,death,334.0
1972,Schaffhausen,Female,Switzerland,death,293.0
1972,Schaffhausen,Sex - total,Foreign country,death,56.0
1972,Schaffhausen,Male,Foreign country,death,24.0
1972,Schaffhausen,Female,Foreign country,death,32.0
1972,Appenzell Ausserrhoden,Sex - total,Citizenship (category) - total,death,653.0
1972,Appenzell Ausserrhoden,Male,Citizenship (category) - total,death,305.0
1972,Appenzell Ausserrhoden,Female,Citizenship (category) - total,death,348.0
1972,Appenzell Ausserrhoden,Sex - total,Switzerland,death,634.0
1972,Appenzell Ausserrhoden,Male,Switzerland,death,297.0
1972,Appenzell Ausserrhoden,Female,Switzerland,death,337.0
1972,Appenzell Ausserrhoden,Sex - total,Foreign country,death,19.0
1972,Appenzell Ausserrhoden,Male,Foreign country,death,8.0
1972,Appenzell Ausserrhoden,Female,Foreign country,death,11.0
1972,Appenzell Innerrhoden,Sex - total,Citizenship (category) - total,death,142.0
1972,Appenzell Innerrhoden,Male,Citizenship (category) - total,death,79.0
1972,Appenzell Innerrhoden,Female,Citizenship (category) - total,death,63.0
1972,Appenzell Innerrhoden,Sex - total,Switzerland,death,138.0
1972,Appenzell Innerrhoden,Male,Switzerland,death,76.0
1972,Appenzell Innerrhoden,Female,Switzerland,death,62.0
1972,Appenzell Innerrhoden,Sex - total,Foreign country,death,4.0
1972,Appenzell Innerrhoden,Male,Foreign country,death,3.0
1972,Appenzell Innerrhoden,Female,Foreign country,death,1.0
1972,St. Gallen,Sex - total,Citizenship (category) - total,death,3550.0
1972,St. Gallen,Male,Citizenship (category) - total,death,1866.0
1972,St. Gallen,Female,Citizenship (category) - total,death,1684.0
1972,St. Gallen,Sex - total,Switzerland,death,3338.0
1972,St. Gallen,Male,Switzerland,death,1756.0
1972,St. Gallen,Female,Switzerland,death,1582.0
1972,St. Gallen,Sex - total,Foreign country,death,212.0
1972,St. Gallen,Male,Foreign country,death,110.0
1972,St. Gallen,Female,Foreign country,death,102.0
1972,Graubünden,Sex - total,Citizenship (category) - total,death,1446.0
1972,Graubünden,Male,Citizenship (category) - total,death,776.0
1972,Graubünden,Female,Citizenship (category) - total,death,670.0
1972,Graubünden,Sex - total,Switzerland,death,1330.0
1972,Graubünden,Male,Switzerland,death,712.0
1972,Graubünden,Female,Switzerland,death,618.0
1972,Graubünden,Sex - total,Foreign country,death,116.0
1972,Graubünden,Male,Foreign country,death,64.0
1972,Graubünden,Female,Foreign country,death,52.0
1972,Aargau,Sex - total,Citizenship (category) - total,death,3430.0
1972,Aargau,Male,Citizenship (category) - total,death,1823.0
1972,Aargau,Female,Citizenship (category) - total,death,1607.0
1972,Aargau,Sex - total,Switzerland,death,3263.0
1972,Aargau,Male,Switzerland,death,1718.0
1972,Aargau,Female,Switzerland,death,1545.0
1972,Aargau,Sex - total,Foreign country,death,167.0
1972,Aargau,Male,Foreign country,death,105.0
1972,Aargau,Female,Foreign country,death,62.0
1972,Thurgau,Sex - total,Citizenship (category) - total,death,1850.0
1972,Thurgau,Male,Citizenship (category) - total,death,911.0
1972,Thurgau,Female,Citizenship (category) - total,death,939.0
1972,Thurgau,Sex - total,Switzerland,death,1732.0
1972,Thurgau,Male,Switzerland,death,842.0
1972,Thurgau,Female,Switzerland,death,890.0
1972,Thurgau,Sex - total,Foreign country,death,118.0
1972,Thurgau,Male,Foreign country,death,69.0
1972,Thurgau,Female,Foreign country,death,49.0
1972,Ticino,Sex - total,Citizenship (category) - total,death,2418.0
1972,Ticino,Male,Citizenship (category) - total,death,1257.0
1972,Ticino,Female,Citizenship (category) - total,death,1161.0
1972,Ticino,Sex - total,Switzerland,death,2045.0
1972,Ticino,Male,Switzerland,death,1053.0
1972,Ticino,Female,Switzerland,death,992.0
1972,Ticino,Sex - total,Foreign country,death,373.0
1972,Ticino,Male,Foreign country,death,204.0
1972,Ticino,Female,Foreign country,death,169.0
1972,Vaud,Sex - total,Citizenship (category) - total,death,4944.0
1972,Vaud,Male,Citizenship (category) - total,death,2629.0
1972,Vaud,Female,Citizenship (category) - total,death,2315.0
1972,Vaud,Sex - total,Switzerland,death,4462.0
1972,Vaud,Male,Switzerland,death,2360.0
1972,Vaud,Female,Switzerland,death,2102.0
1972,Vaud,Sex - total,Foreign country,death,482.0
1972,Vaud,Male,Foreign country,death,269.0
1972,Vaud,Female,Foreign country,death,213.0
1972,Valais,Sex - total,Citizenship (category) - total,death,1686.0
1972,Valais,Male,Citizenship (category) - total,death,973.0
1972,Valais,Female,Citizenship (category) - total,death,713.0
1972,Valais,Sex - total,Switzerland,death,1602.0
1972,Valais,Male,Switzerland,death,918.0
1972,Valais,Female,Switzerland,death,684.0
1972,Valais,Sex - total,Foreign country,death,84.0
1972,Valais,Male,Foreign country,death,55.0
1972,Valais,Female,Foreign country,death,29.0
1972,Neuchâtel,Sex - total,Citizenship (category) - total,death,1697.0
1972,Neuchâtel,Male,Citizenship (category) - total,death,867.0
1972,Neuchâtel,Female,Citizenship (category) - total,death,830.0
1972,Neuchâtel,Sex - total,Switzerland,death,1611.0
1972,Neuchâtel,Male,Switzerland,death,814.0
1972,Neuchâtel,Female,Switzerland,death,797.0
1972,Neuchâtel,Sex - total,Foreign country,death,86.0
1972,Neuchâtel,Male,Foreign country,death,53.0
1972,Neuchâtel,Female,Foreign country,death,33.0
1972,Genève,Sex - total,Citizenship (category) - total,death,2805.0
1972,Genève,Male,Citizenship (category) - total,death,1393.0
1972,Genève,Female,Citizenship (category) - total,death,1412.0
1972,Genève,Sex - total,Switzerland,death,2300.0
1972,Genève,Male,Switzerland,death,1144.0
1972,Genève,Female,Switzerland,death,1156.0
1972,Genève,Sex - total,Foreign country,death,505.0
1972,Genève,Male,Foreign country,death,249.0
1972,Genève,Female,Foreign country,death,256.0
1972,Jura,Sex - total,Citizenship (category) - total,death,641.0
1972,Jura,Male,Citizenship (category) - total,death,357.0
1972,Jura,Female,Citizenship (category) - total,death,284.0
1972,Jura,Sex - total,Switzerland,death,619.0
1972,Jura,Male,Switzerland,death,340.0
1972,Jura,Female,Switzerland,death,279.0
1972,Jura,Sex - total,Foreign country,death,22.0
1972,Jura,Male,Foreign country,death,17.0
1972,Jura,Female,Foreign country,death,5.0
1973,Switzerland,Sex - total,Citizenship (category) - total,death,56990.0
1973,Switzerland,Male,Citizenship (category) - total,death,29717.0
1973,Switzerland,Female,Citizenship (category) - total,death,27273.0
1973,Switzerland,Sex - total,Switzerland,death,53149.0
1973,Switzerland,Male,Switzerland,death,27568.0
1973,Switzerland,Female,Switzerland,death,25581.0
1973,Switzerland,Sex - total,Foreign country,death,3841.0
1973,Switzerland,Male,Foreign country,death,2149.0
1973,Switzerland,Female,Foreign country,death,1692.0
1973,Zürich,Sex - total,Citizenship (category) - total,death,9679.0
1973,Zürich,Male,Citizenship (category) - total,death,4862.0
1973,Zürich,Female,Citizenship (category) - total,death,4817.0
1973,Zürich,Sex - total,Switzerland,death,9039.0
1973,Zürich,Male,Switzerland,death,4514.0
1973,Zürich,Female,Switzerland,death,4525.0
1973,Zürich,Sex - total,Foreign country,death,640.0
1973,Zürich,Male,Foreign country,death,348.0
1973,Zürich,Female,Foreign country,death,292.0
1973,Bern,Sex - total,Citizenship (category) - total,death,8610.0
1973,Bern,Male,Citizenship (category) - total,death,4537.0
1973,Bern,Female,Citizenship (category) - total,death,4073.0
1973,Bern,Sex - total,Switzerland,death,8365.0
1973,Bern,Male,Switzerland,death,4386.0
1973,Bern,Female,Switzerland,death,3979.0
1973,Bern,Sex - total,Foreign country,death,245.0
