Year,Region,Sex,citizenship,series,value
1977,Uri,Male,Switzerland,mortality_rate,0.008454258675078864
1977,Uri,Female,Switzerland,mortality_rate,0.007046276899638164
1977,Uri,Sex - total,Foreign country,mortality_rate,0.0029350104821802936
1977,Uri,Male,Foreign country,mortality_rate,0.003870967741935484
1977,Uri,Female,Foreign country,mortality_rate,0.0011976047904191617
1977,Schwyz,Sex - total,Citizenship (category) - total,mortality_rate,0.008953429511516071
1977,Schwyz,Male,Citizenship (category) - total,mortality_rate,0.009721756620851492
1977,Schwyz,Female,Citizenship (category) - total,mortality_rate,0.008174791914387634
1977,Schwyz,Sex - total,Switzerland,mortality_rate,0.009495583449558346
1977,Schwyz,Male,Switzerland,mortality_rate,0.010462926364249343
1977,Schwyz,Female,Switzerland,mortality_rate,0.008528735097952638
1977,Schwyz,Sex - total,Foreign country,mortality_rate,0.0036429872495446266
1977,Schwyz,Male,Foreign country,mortality_rate,0.0029667302394575123
1977,Schwyz,Female,Foreign country,mortality_rate,0.004428044280442804
1977,Obwalden,Sex - total,Citizenship (category) - total,mortality_rate,0.008601980823106972
1977,Obwalden,Male,Citizenship (category) - total,mortality_rate,0.009167184586699814
1977,Obwalden,Female,Citizenship (category) - total,mortality_rate,0.008018603159329644
1977,Obwalden,Sex - total,Switzerland,mortality_rate,0.00863157894736842
1977,Obwalden,Male,Switzerland,mortality_rate,0.009600133567075717
1977,Obwalden,Female,Switzerland,mortality_rate,0.007645909438450429
1977,Obwalden,Sex - total,Foreign country,mortality_rate,0.008160703075957313
1977,Obwalden,Male,Foreign country,mortality_rate,0.0033594624860022394
1977,Obwalden,Female,Foreign country,mortality_rate,0.014285714285714285
1977,Nidwalden,Sex - total,Citizenship (category) - total,mortality_rate,0.00678262772125588
1977,Nidwalden,Male,Citizenship (category) - total,mortality_rate,0.00744718940207662
1977,Nidwalden,Female,Citizenship (category) - total,mortality_rate,0.006093030167929856
1977,Nidwalden,Sex - total,Switzerland,mortality_rate,0.007067412239826033
1977,Nidwalden,Male,Switzerland,mortality_rate,0.007912121677677063
1977,Nidwalden,Female,Switzerland,mortality_rate,0.006203863672059055
1977,Nidwalden,Sex - total,Foreign country,mortality_rate,0.0023937761819269898
1977,Nidwalden,Male,Foreign country,mortality_rate,0.0010559662090813093
1977,Nidwalden,Female,Foreign country,mortality_rate,0.004143646408839779
1977,Glarus,Sex - total,Citizenship (category) - total,mortality_rate,0.010478133789224067
1977,Glarus,Male,Citizenship (category) - total,mortality_rate,0.011555505693610815
1977,Glarus,Female,Citizenship (category) - total,mortality_rate,0.009436520418677803
1977,Glarus,Sex - total,Switzerland,mortality_rate,0.01164163441988588
1977,Glarus,Male,Switzerland,mortality_rate,0.013055895552835577
1977,Glarus,Female,Switzerland,mortality_rate,0.010324296934380542
1977,Glarus,Sex - total,Foreign country,mortality_rate,0.004331254331254331
1977,Glarus,Male,Foreign country,mortality_rate,0.004485741749439282
1977,Glarus,Female,Foreign country,mortality_rate,0.004149377593360996
1977,Zug,Sex - total,Citizenship (category) - total,mortality_rate,0.006622878289249089
1977,Zug,Male,Citizenship (category) - total,mortality_rate,0.0074096686462785145
1977,Zug,Female,Citizenship (category) - total,mortality_rate,0.0058606876898674625
1977,Zug,Sex - total,Switzerland,mortality_rate,0.007261575618902342
1977,Zug,Male,Switzerland,mortality_rate,0.00820856317310218
1977,Zug,Female,Switzerland,mortality_rate,0.006373545169037502
1977,Zug,Sex - total,Foreign country,mortality_rate,0.002719238613188307
1977,Zug,Male,Foreign country,mortality_rate,0.0030476873431337396
1977,Zug,Female,Foreign country,mortality_rate,0.002331002331002331
1977,Fribourg,Sex - total,Citizenship (category) - total,mortality_rate,0.008787595781517103
1977,Fribourg,Male,Citizenship (category) - total,mortality_rate,0.010628124320799827
1977,Fribourg,Female,Citizenship (category) - total,mortality_rate,0.0069280514717992075
1977,Fribourg,Sex - total,Switzerland,mortality_rate,0.009324492333195192
1977,Fribourg,Male,Switzerland,mortality_rate,0.01131498108239536
1977,Fribourg,Female,Switzerland,mortality_rate,0.007340685839923401
1977,Fribourg,Sex - total,Foreign country,mortality_rate,0.0023962224258228205
1977,Fribourg,Male,Foreign country,mortality_rate,0.003114052160373686
1977,Fribourg,Female,Foreign country,mortality_rate,0.0015427337241592102
1977,Solothurn,Sex - total,Citizenship (category) - total,mortality_rate,0.008537124744300904
1977,Solothurn,Male,Citizenship (category) - total,mortality_rate,0.009276507315429332
1977,Solothurn,Female,Citizenship (category) - total,mortality_rate,0.00782050933108335
1977,Solothurn,Sex - total,Switzerland,mortality_rate,0.009294785762030326
1977,Solothurn,Male,Switzerland,mortality_rate,0.010213949647401419
1977,Solothurn,Female,Switzerland,mortality_rate,0.008431324514127063
1977,Solothurn,Sex - total,Foreign country,mortality_rate,0.0032159095109599673
1977,Solothurn,Male,Foreign country,mortality_rate,0.0034464116772536827
1977,Solothurn,Female,Foreign country,mortality_rate,0.002937576499388005
1977,Basel-Stadt,Sex - total,Citizenship (category) - total,mortality_rate,0.011639671328208473
1977,Basel-Stadt,Male,Citizenship (category) - total,mortality_rate,0.012253157348843831
1977,Basel-Stadt,Female,Citizenship (category) - total,mortality_rate,0.011106595037817205
1977,Basel-Stadt,Sex - total,Switzerland,mortality_rate,0.013210644004597991
1977,Basel-Stadt,Male,Switzerland,mortality_rate,0.01436306784960724
1977,Basel-Stadt,Female,Switzerland,mortality_rate,0.01226802515984821
1977,Basel-Stadt,Sex - total,Foreign country,mortality_rate,0.0041463215035871135
1977,Basel-Stadt,Male,Foreign country,mortality_rate,0.003813300793166565
1977,Basel-Stadt,Female,Foreign country,mortality_rate,0.004531810958742864
1977,Basel-Landschaft,Sex - total,Citizenship (category) - total,mortality_rate,0.00616430679568125
1977,Basel-Landschaft,Male,Citizenship (category) - total,mortality_rate,0.00676740695995243
1977,Basel-Landschaft,Female,Citizenship (category) - total,mortality_rate,0.005573682605118914
1977,Basel-Landschaft,Sex - total,Switzerland,mortality_rate,0.006799200612203326
1977,Basel-Landschaft,Male,Switzerland,mortality_rate,0.0076031409697120775
1977,Basel-Landschaft,Female,Switzerland,mortality_rate,0.006039449167969503
1977,Basel-Landschaft,Sex - total,Foreign country,mortality_rate,0.0026156260577899497
1977,Basel-Landschaft,Male,Foreign country,mortality_rate,0.0025994575045207957
1977,Basel-Landschaft,Female,Foreign country,mortality_rate,0.0026349570974934125
1977,Schaffhausen,Sex - total,Citizenship (category) - total,mortality_rate,0.00948996836677211
1977,Schaffhausen,Male,Citizenship (category) - total,mortality_rate,0.010346980644010347
1977,Schaffhausen,Female,Citizenship (category) - total,mortality_rate,0.008680262936120007
1977,Schaffhausen,Sex - total,Switzerland,mortality_rate,0.0107421875
1977,Schaffhausen,Male,Switzerland,mortality_rate,0.011903473650037875
1977,Schaffhausen,Female,Switzerland,mortality_rate,0.009691629955947136
1977,Schaffhausen,Sex - total,Foreign country,mortality_rate,0.0027616680475006906
1977,Schaffhausen,Male,Foreign country,mortality_rate,0.003045685279187817
1977,Schaffhausen,Female,Foreign country,mortality_rate,0.0024227740763173833
1977,Appenzell Ausserrhoden,Sex - total,Citizenship (category) - total,mortality_rate,0.011978855827436269
1977,Appenzell Ausserrhoden,Male,Citizenship (category) - total,mortality_rate,0.012503825471079439
1977,Appenzell Ausserrhoden,Female,Citizenship (category) - total,mortality_rate,0.01147943268310943
1977,Appenzell Ausserrhoden,Sex - total,Switzerland,mortality_rate,0.013114517409822652
1977,Appenzell Ausserrhoden,Male,Switzerland,mortality_rate,0.013708190020437666
1977,Appenzell Ausserrhoden,Female,Switzerland,mortality_rate,0.012560476367696315
1977,Appenzell Ausserrhoden,Sex - total,Foreign country,mortality_rate,0.003172233625676432
1977,Appenzell Ausserrhoden,Male,Foreign country,mortality_rate,0.0039118065433854906
1977,Appenzell Ausserrhoden,Female,Foreign country,mortality_rate,0.002355712603062426
1977,Appenzell Innerrhoden,Sex - total,Citizenship (category) - total,mortality_rate,0.01149245563286686
1977,Appenzell Innerrhoden,Male,Citizenship (category) - total,mortality_rate,0.01226898586737071
1977,Appenzell Innerrhoden,Female,Citizenship (category) - total,mortality_rate,0.010705289672544081
1977,Appenzell Innerrhoden,Sex - total,Switzerland,mortality_rate,0.012204296581125136
1977,Appenzell Innerrhoden,Male,Switzerland,mortality_rate,0.012890431333663858
1977,Appenzell Innerrhoden,Female,Switzerland,mortality_rate,0.011502029769959404
1977,Appenzell Innerrhoden,Sex - total,Foreign country,mortality_rate,0.0012077294685990338
1977,Appenzell Innerrhoden,Male,Foreign country,mortality_rate,0.002577319587628866
1977,Appenzell Innerrhoden,Female,Foreign country,mortality_rate,0.0
1977,St. Gallen,Sex - total,Citizenship (category) - total,mortality_rate,0.009105805243445692
1977,St. Gallen,Male,Citizenship (category) - total,mortality_rate,0.009717919971946081
1977,St. Gallen,Female,Citizenship (category) - total,mortality_rate,0.008518833653468928
1977,St. Gallen,Sex - total,Switzerland,mortality_rate,0.009814394245413716
1977,St. Gallen,Male,Switzerland,mortality_rate,0.010617041872471394
1977,St. Gallen,Female,Switzerland,mortality_rate,0.009066900899755558
1977,St. Gallen,Sex - total,Foreign country,mortality_rate,0.0043956481094735165
1977,St. Gallen,Male,Foreign country,mortality_rate,0.0043618083022215655
1977,St. Gallen,Female,Foreign country,mortality_rate,0.004435067171891147
1977,Graubünden,Sex - total,Citizenship (category) - total,mortality_rate,0.00952123920465957
1977,Graubünden,Male,Citizenship (category) - total,mortality_rate,0.010362430460962663
1977,Graubünden,Female,Citizenship (category) - total,mortality_rate,0.008703187867533272
1977,Graubünden,Sex - total,Switzerland,mortality_rate,0.009971269224269056
1977,Graubünden,Male,Switzerland,mortality_rate,0.01100706662401489
1977,Graubünden,Female,Switzerland,mortality_rate,0.008998552584864953
1977,Graubünden,Sex - total,Foreign country,mortality_rate,0.005831408775981524
1977,Graubünden,Male,Foreign country,mortality_rate,0.0058288168524388995
1977,Graubünden,Female,Foreign country,mortality_rate,0.0058347699244132075
1977,Aargau,Sex - total,Citizenship (category) - total,mortality_rate,0.0077052503639472286
1977,Aargau,Male,Citizenship (category) - total,mortality_rate,0.008640665759199487
1977,Aargau,Female,Citizenship (category) - total,mortality_rate,0.006776934927870823
1977,Aargau,Sex - total,Switzerland,mortality_rate,0.008713211921768072
1977,Aargau,Male,Switzerland,mortality_rate,0.009853586716470812
1977,Aargau,Female,Switzerland,mortality_rate,0.007618239793914833
1977,Aargau,Sex - total,Foreign country,mortality_rate,0.002041306436119116
1977,Aargau,Male,Foreign country,mortality_rate,0.0025086839058278657
1977,Aargau,Female,Foreign country,mortality_rate,0.0014827018121911038
1977,Thurgau,Sex - total,Citizenship (category) - total,mortality_rate,0.009795737858978965
1977,Thurgau,Male,Citizenship (category) - total,mortality_rate,0.010051598204114455
1977,Thurgau,Female,Citizenship (category) - total,mortality_rate,0.009544971923333735
1977,Thurgau,Sex - total,Switzerland,mortality_rate,0.011052473056323089
1977,Thurgau,Male,Switzerland,mortality_rate,0.011499193981730252
1977,Thurgau,Female,Switzerland,mortality_rate,0.010627698439056792
1977,Thurgau,Sex - total,Foreign country,mortality_rate,0.0029820014910007455
1977,Thurgau,Male,Foreign country,mortality_rate,0.0029142932838786594
1977,Thurgau,Female,Foreign country,mortality_rate,0.0030602096243592686
1977,Ticino,Sex - total,Citizenship (category) - total,mortality_rate,0.008763033138940753
1977,Ticino,Male,Citizenship (category) - total,mortality_rate,0.009759239480485597
1977,Ticino,Female,Citizenship (category) - total,mortality_rate,0.007875331468633078
1977,Ticino,Sex - total,Switzerland,mortality_rate,0.009948918048606523
1977,Ticino,Male,Switzerland,mortality_rate,0.011416697796040343
1977,Ticino,Female,Switzerland,mortality_rate,0.008751547471669365
1977,Ticino,Sex - total,Foreign country,mortality_rate,0.005515339538090314
1977,Ticino,Male,Foreign country,mortality_rate,0.005920679120819703
1977,Ticino,Female,Foreign country,mortality_rate,0.005055921556611001
1977,Vaud,Sex - total,Citizenship (category) - total,mortality_rate,0.009562449599900751
1977,Vaud,Male,Citizenship (category) - total,mortality_rate,0.010617913120272882
1977,Vaud,Female,Citizenship (category) - total,mortality_rate,0.008593996840442339
1977,Vaud,Sex - total,Switzerland,mortality_rate,0.010920167546292808
1977,Vaud,Male,Switzerland,mortality_rate,0.01239725597640809
1977,Vaud,Female,Switzerland,mortality_rate,0.009636660199820988
1977,Vaud,Sex - total,Foreign country,mortality_rate,0.004219167073275738
1977,Vaud,Male,Foreign country,mortality_rate,0.004496807266840543
1977,Vaud,Female,Foreign country,mortality_rate,0.0039036952256376717
1977,Valais,Sex - total,Citizenship (category) - total,mortality_rate,0.008015256497533409
1977,Valais,Male,Citizenship (category) - total,mortality_rate,0.009400583419591607
1977,Valais,Female,Citizenship (category) - total,mortality_rate,0.006654589818477578
1977,Valais,Sex - total,Switzerland,mortality_rate,0.00851532089287459
1977,Valais,Male,Switzerland,mortality_rate,0.01005056823557859
1977,Valais,Female,Switzerland,mortality_rate,0.007045514020572901
1977,Valais,Sex - total,Foreign country,mortality_rate,0.0031511028860101036
1977,Valais,Male,Foreign country,mortality_rate,0.00385615639852928
1977,Valais,Female,Foreign country,mortality_rate,0.002261931689662972
1977,Neuchâtel,Sex - total,Citizenship (category) - total,mortality_rate,0.0104120903259819
1977,Neuchâtel,Male,Citizenship (category) - total,mortality_rate,0.010842631075216656
1977,Neuchâtel,Female,Citizenship (category) - total,mortality_rate,0.010016734688963533
1977,Neuchâtel,Sex - total,Switzerland,mortality_rate,0.012161300483225395
1977,Neuchâtel,Male,Switzerland,mortality_rate,0.013088009001108592
1977,Neuchâtel,Female,Switzerland,mortality_rate,0.011358095511257708
1977,Neuchâtel,Sex - total,Foreign country,mortality_rate,0.002605684506462783
1977,Neuchâtel,Male,Foreign country,mortality_rate,0.0022733013387218996
1977,Neuchâtel,Female,Foreign country,mortality_rate,0.003000525091891081
1977,Genève,Sex - total,Citizenship (category) - total,mortality_rate,0.008650357563667332
1977,Genève,Male,Citizenship (category) - total,mortality_rate,0.009077884544129635
1977,Genève,Female,Citizenship (category) - total,mortality_rate,0.008267751348483508
1977,Genève,Sex - total,Switzerland,mortality_rate,0.010780365860575099
1977,Genève,Male,Switzerland,mortality_rate,0.011738368697683473
1977,Genève,Female,Switzerland,mortality_rate,0.01000213484300997
1977,Genève,Sex - total,Foreign country,mortality_rate,0.004354979192877189
1977,Genève,Male,Foreign country,mortality_rate,0.00446006217056359
1977,Genève,Female,Foreign country,mortality_rate,0.0042407886765434815
1977,Jura,Sex - total,Citizenship (category) - total,mortality_rate,0.009829821220126558
1977,Jura,Male,Citizenship (category) - total,mortality_rate,0.011176857330703484
1977,Jura,Female,Citizenship (category) - total,mortality_rate,0.008532577562034552
1977,Jura,Sex - total,Switzerland,mortality_rate,0.010733145874768535
1977,Jura,Male,Switzerland,mortality_rate,0.012301910873187506
1977,Jura,Female,Switzerland,mortality_rate,0.009263870903476442
1977,Jura,Sex - total,Foreign country,mortality_rate,0.002063679245283019
1977,Jura,Male,Foreign country,mortality_rate,0.002678093197643278
1977,Jura,Female,Foreign country,mortality_rate,0.0013114754098360656
1978,Switzerland,Sex - total,Citizenship (category) - total,mortality_rate,0.009183224728232681
1978,Switzerland,Male,Citizenship (category) - total,mortality_rate,0.009985180853440244
1978,Switzerland,Female,Citizenship (category) - total,mortality_rate,0.008423531234266682
1978,Switzerland,Sex - total,Switzerland,mortality_rate,0.010111996100465193
1978,Switzerland,Male,Switzerland,mortality_rate,0.011141397731887907
1978,Switzerland,Female,Switzerland,mortality_rate,0.009172602005506627
1978,Switzerland,Sex - total,Foreign country,mortality_rate,0.003755599643713481
1978,Switzerland,Male,Foreign country,mortality_rate,0.004025675759997262
1978,Switzerland,Female,Foreign country,mortality_rate,0.0034373065180725464
1978,Zürich,Sex - total,Citizenship (category) - total,mortality_rate,0.008772056292542445
1978,Zürich,Male,Citizenship (category) - total,mortality_rate,0.009611454614338051
1978,Zürich,Female,Citizenship (category) - total,mortality_rate,0.007988431148783441
1978,Zürich,Sex - total,Switzerland,mortality_rate,0.00983591358970959
1978,Zürich,Male,Switzerland,mortality_rate,0.010998019303206897
1978,Zürich,Female,Switzerland,mortality_rate,0.008802092457619178
1978,Zürich,Sex - total,Foreign country,mortality_rate,0.003354323014169407
1978,Zürich,Male,Foreign country,mortality_rate,0.0035013722957701002
1978,Zürich,Female,Foreign country,mortality_rate,0.003178846223313947
1978,Bern,Sex - total,Citizenship (category) - total,mortality_rate,0.009710800898854632
1978,Bern,Male,Citizenship (category) - total,mortality_rate,0.010789096905089876
1978,Bern,Female,Citizenship (category) - total,mortality_rate,0.00868811594451619
1978,Bern,Sex - total,Switzerland,mortality_rate,0.010271673828969465
1978,Bern,Male,Switzerland,mortality_rate,0.011460137680476075
1978,Bern,Female,Switzerland,mortality_rate,0.009168946238936016
1978,Bern,Sex - total,Foreign country,mortality_rate,0.0030980243054088688
1978,Bern,Male,Foreign country,mortality_rate,0.0038824040254399634
1978,Bern,Female,Foreign country,mortality_rate,0.0021342037536877787
1978,Luzern,Sex - total,Citizenship (category) - total,mortality_rate,0.008574260132595175
1978,Luzern,Male,Citizenship (category) - total,mortality_rate,0.009281258249621387
1978,Luzern,Female,Citizenship (category) - total,mortality_rate,0.007889745348884135
1978,Luzern,Sex - total,Switzerland,mortality_rate,0.009048156298522134
1978,Luzern,Male,Switzerland,mortality_rate,0.009909178625580077
1978,Luzern,Female,Switzerland,mortality_rate,0.008233256267348906
1978,Luzern,Sex - total,Foreign country,mortality_rate,0.0032838674813983454
1978,Luzern,Male,Foreign country,mortality_rate,0.003143712574850299
1978,Luzern,Female,Foreign country,mortality_rate,0.003458913714125456
1978,Uri,Sex - total,Citizenship (category) - total,mortality_rate,0.008157090736511137
1978,Uri,Male,Citizenship (category) - total,mortality_rate,0.00943561069369212
1978,Uri,Female,Citizenship (category) - total,mortality_rate,0.00683027079303675
1978,Uri,Sex - total,Switzerland,mortality_rate,0.008462267129775812
1978,Uri,Male,Switzerland,mortality_rate,0.009953382890260805
1978,Uri,Female,Switzerland,mortality_rate,0.006963788300835654
1978,Uri,Sex - total,Foreign country,mortality_rate,0.0034263338228095936
1978,Uri,Male,Foreign country,mortality_rate,0.003088803088803089
1978,Uri,Female,Foreign country,mortality_rate,0.004010695187165776
1978,Schwyz,Sex - total,Citizenship (category) - total,mortality_rate,0.009996636252785603
1978,Schwyz,Male,Citizenship (category) - total,mortality_rate,0.010292060708544706
1978,Schwyz,Female,Citizenship (category) - total,mortality_rate,0.009697021024327243
1978,Schwyz,Sex - total,Switzerland,mortality_rate,0.010463017258229566
1978,Schwyz,Male,Switzerland,mortality_rate,0.011019854142222835
1978,Schwyz,Female,Switzerland,mortality_rate,0.009906679538454467
1978,Schwyz,Sex - total,Foreign country,mortality_rate,0.005025125628140704
1978,Schwyz,Male,Foreign country,mortality_rate,0.0031574199368516014
1978,Schwyz,Female,Foreign country,mortality_rate,0.007248322147651007
1978,Obwalden,Sex - total,Citizenship (category) - total,mortality_rate,0.010569490455907871
1978,Obwalden,Male,Citizenship (category) - total,mortality_rate,0.010794439698687583
1978,Obwalden,Female,Citizenship (category) - total,mortality_rate,0.01033736677618399
1978,Obwalden,Sex - total,Switzerland,mortality_rate,0.010722063997319484
1978,Obwalden,Male,Switzerland,mortality_rate,0.010870467181146792
1978,Obwalden,Female,Switzerland,mortality_rate,0.010570824524312896
1978,Obwalden,Sex - total,Foreign country,mortality_rate,0.008108108108108109
1978,Obwalden,Male,Foreign country,mortality_rate,0.009685230024213076
1978,Obwalden,Female,Foreign country,mortality_rate,0.0061162079510703364
1978,Nidwalden,Sex - total,Citizenship (category) - total,mortality_rate,0.007546488535836794
1978,Nidwalden,Male,Citizenship (category) - total,mortality_rate,0.008010207698305806
1978,Nidwalden,Female,Citizenship (category) - total,mortality_rate,0.007065057403591404
1978,Nidwalden,Sex - total,Switzerland,mortality_rate,0.007790422363094783
1978,Nidwalden,Male,Switzerland,mortality_rate,0.00839827494892941
1978,Nidwalden,Female,Switzerland,mortality_rate,0.0071709461022438125
1978,Nidwalden,Sex - total,Foreign country,mortality_rate,0.0033134526176275677
1978,Nidwalden,Male,Foreign country,mortality_rate,0.0022471910112359553
1978,Nidwalden,Female,Foreign country,mortality_rate,0.004846526655896607
1978,Glarus,Sex - total,Citizenship (category) - total,mortality_rate,0.01188991435935811
1978,Glarus,Male,Citizenship (category) - total,mortality_rate,0.013486823542689465
1978,Glarus,Female,Citizenship (category) - total,mortality_rate,0.010348583877995643
1978,Glarus,Sex - total,Switzerland,mortality_rate,0.013461727424584848
1978,Glarus,Male,Switzerland,mortality_rate,0.015431679129843643
1978,Glarus,Female,Switzerland,mortality_rate,0.011630111876619683
1978,Glarus,Sex - total,Foreign country,mortality_rate,0.003243243243243243
1978,Glarus,Male,Foreign country,mortality_rate,0.003985386914646297
1978,Glarus,Female,Foreign country,mortality_rate,0.0023631350925561244
1978,Zug,Sex - total,Citizenship (category) - total,mortality_rate,0.006850056858179456
1978,Zug,Male,Citizenship (category) - total,mortality_rate,0.006821995433664347
1978,Zug,Female,Citizenship (category) - total,mortality_rate,0.006877249100359856
1978,Zug,Sex - total,Switzerland,mortality_rate,0.007294595438925336
1978,Zug,Male,Switzerland,mortality_rate,0.007450891849175886
1978,Zug,Female,Switzerland,mortality_rate,0.007147832934548869
1978,Zug,Sex - total,Foreign country,mortality_rate,0.003960194963444354
1978,Zug,Male,Foreign country,mortality_rate,0.003177570093457944
1978,Zug,Female,Foreign country,mortality_rate,0.004891062694530902
1978,Fribourg,Sex - total,Citizenship (category) - total,mortality_rate,0.009218979416950041
1978,Fribourg,Male,Citizenship (category) - total,mortality_rate,0.010347151272743082
1978,Fribourg,Female,Citizenship (category) - total,mortality_rate,0.008080874532635987
1978,Fribourg,Sex - total,Switzerland,mortality_rate,0.009670301142263759
1978,Fribourg,Male,Switzerland,mortality_rate,0.010976662763327538
1978,Fribourg,Female,Switzerland,mortality_rate,0.008370121843545823
1978,Fribourg,Sex - total,Foreign country,mortality_rate,0.003644049267546097
1978,Fribourg,Male,Foreign country,mortality_rate,0.003215864933672786
1978,Fribourg,Female,Foreign country,mortality_rate,0.004154682007031001
1978,Solothurn,Sex - total,Citizenship (category) - total,mortality_rate,0.009113355157299007
1978,Solothurn,Male,Citizenship (category) - total,mortality_rate,0.010292595728666854
1978,Solothurn,Female,Citizenship (category) - total,mortality_rate,0.007973742112632517
1978,Solothurn,Sex - total,Switzerland,mortality_rate,0.009974290361508998
1978,Solothurn,Male,Switzerland,mortality_rate,0.011422873925718807
1978,Solothurn,Female,Switzerland,mortality_rate,0.00861481504083646
1978,Solothurn,Sex - total,Foreign country,mortality_rate,0.0027252199641828235
1978,Solothurn,Male,Foreign country,mortality_rate,0.002853270561380983
1978,Solothurn,Female,Foreign country,mortality_rate,0.0025713551041398816
1978,Basel-Stadt,Sex - total,Citizenship (category) - total,mortality_rate,0.012001401763726003
1978,Basel-Stadt,Male,Citizenship (category) - total,mortality_rate,0.012875891288622507
1978,Basel-Stadt,Female,Citizenship (category) - total,mortality_rate,0.011242704345565228
1978,Basel-Stadt,Sex - total,Switzerland,mortality_rate,0.013551655927909587
1978,Basel-Stadt,Male,Switzerland,mortality_rate,0.014833206828678391
1978,Basel-Stadt,Female,Switzerland,mortality_rate,0.012504860082174794
1978,Basel-Stadt,Sex - total,Foreign country,mortality_rate,0.004433149795284484
1978,Basel-Stadt,Male,Foreign country,mortality_rate,0.0048847103314249695
1978,Basel-Stadt,Female,Foreign country,mortality_rate,0.0039081582804103565
1978,Basel-Landschaft,Sex - total,Citizenship (category) - total,mortality_rate,0.0069121108165946365
1978,Basel-Landschaft,Male,Citizenship (category) - total,mortality_rate,0.007336777829967121
1978,Basel-Landschaft,Female,Citizenship (category) - total,mortality_rate,0.006497260688819756
1978,Basel-Landschaft,Sex - total,Switzerland,mortality_rate,0.007629492757942421
1978,Basel-Landschaft,Male,Switzerland,mortality_rate,0.008165086447295036
1978,Basel-Landschaft,Female,Switzerland,mortality_rate,0.007123512861312792
1978,Basel-Landschaft,Sex - total,Foreign country,mortality_rate,0.0026237367193573465
1978,Basel-Landschaft,Male,Foreign country,mortality_rate,0.002916666666666667
1978,Basel-Landschaft,Female,Foreign country,mortality_rate,0.0022740193291642978
1978,Schaffhausen,Sex - total,Citizenship (category) - total,mortality_rate,0.010057096484363679
1978,Schaffhausen,Male,Citizenship (category) - total,mortality_rate,0.010930920168443688
1978,Schaffhausen,Female,Citizenship (category) - total,mortality_rate,0.009233454381668215
1978,Schaffhausen,Sex - total,Switzerland,mortality_rate,0.011195241595022817
1978,Schaffhausen,Male,Switzerland,mortality_rate,0.012381672245617825
1978,Schaffhausen,Female,Switzerland,mortality_rate,0.010122379898450723
1978,Schaffhausen,Sex - total,Foreign country,mortality_rate,0.0037146394894751883
1978,Schaffhausen,Male,Foreign country,mortality_rate,0.0038596491228070177
1978,Schaffhausen,Female,Foreign country,mortality_rate,0.0035424046676390914
1978,Appenzell Ausserrhoden,Sex - total,Citizenship (category) - total,mortality_rate,0.011660626732040076
1978,Appenzell Ausserrhoden,Male,Citizenship (category) - total,mortality_rate,0.012093429382230955
1978,Appenzell Ausserrhoden,Female,Citizenship (category) - total,mortality_rate,0.011247656738179545
1978,Appenzell Ausserrhoden,Sex - total,Switzerland,mortality_rate,0.01276157640185797
1978,Appenzell Ausserrhoden,Male,Switzerland,mortality_rate,0.013281133852024382
1978,Appenzell Ausserrhoden,Female,Switzerland,mortality_rate,0.012275906795756705
1978,Appenzell Ausserrhoden,Sex - total,Foreign country,mortality_rate,0.0027216174183514776
1978,Appenzell Ausserrhoden,Male,Foreign country,mortality_rate,0.003301540719002201
1978,Appenzell Ausserrhoden,Female,Foreign country,mortality_rate,0.0020678246484698098
1978,Appenzell Innerrhoden,Sex - total,Citizenship (category) - total,mortality_rate,0.010101010101010102
1978,Appenzell Innerrhoden,Male,Citizenship (category) - total,mortality_rate,0.011347738224778485
1978,Appenzell Innerrhoden,Female,Citizenship (category) - total,mortality_rate,0.008835594824865888
1978,Appenzell Innerrhoden,Sex - total,Switzerland,mortality_rate,0.01054746358613762
1978,Appenzell Innerrhoden,Male,Switzerland,mortality_rate,0.011906730610219943
1978,Appenzell Innerrhoden,Female,Switzerland,mortality_rate,0.00915409391422275
1978,Appenzell Innerrhoden,Sex - total,Foreign country,mortality_rate,0.0036363636363636364
1978,Appenzell Innerrhoden,Male,Foreign country,mortality_rate,0.0025906735751295338
1978,Appenzell Innerrhoden,Female,Foreign country,mortality_rate,0.004555808656036446
1978,St. Gallen,Sex - total,Citizenship (category) - total,mortality_rate,0.009547599078735884
1978,St. Gallen,Male,Citizenship (category) - total,mortality_rate,0.00997438793528579
1978,St. Gallen,Female,Citizenship (category) - total,mortality_rate,0.009138088938638446
1978,St. Gallen,Sex - total,Switzerland,mortality_rate,0.010326741543701013
1978,St. Gallen,Male,Switzerland,mortality_rate,0.010913540167976292
1978,St. Gallen,Female,Switzerland,mortality_rate,0.009779642750682167
1978,St. Gallen,Sex - total,Foreign country,mortality_rate,0.004080188188271541
1978,St. Gallen,Male,Foreign country,mortality_rate,0.004086195597702479
1978,St. Gallen,Female,Foreign country,mortality_rate,0.004073135409123824
1978,Graubünden,Sex - total,Citizenship (category) - total,mortality_rate,0.00982854989637631
1978,Graubünden,Male,Citizenship (category) - total,mortality_rate,0.010922067163703562
1978,Graubünden,Female,Citizenship (category) - total,mortality_rate,0.008766173466229184
1978,Graubünden,Sex - total,Switzerland,mortality_rate,0.010172826413066988
1978,Graubünden,Male,Switzerland,mortality_rate,0.011460781063041504
1978,Graubünden,Female,Switzerland,mortality_rate,0.008964789875060847
1978,Graubünden,Sex - total,Foreign country,mortality_rate,0.006726598352926385
